MIBiG accession	compound name	SMILES	PMID / DOI	Column1	Column2	Column3
BGC0001413	cystobactamide		25510965			
BGC0001414	griselimycin		26045430			
BGC0001415	althiomycin		23028578			
BGC0001416	nunamycin		25784695			
BGC0001416	nunapeptin		25784695			
BGC0001417	Myxochromide D	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	28128551			
BGC0001418	Myxochromide D	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	28128551			
BGC0001419	Myxochromide D	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	28128551			
BGC0001420	Myxochromide D	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	28128551			
BGC0001421	Myxochromide B	C(=C/C=C/C=C/C=C/C=C/C=C/C)\\C=C\\C(=O)N(C)[C@H]1[C@@H](C)OC([C@@H](NC(=O)[C@@H](NC([C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC1=O)=O)C)CCC(=O)N)=O	28128551			
BGC0001422	Myxochromide A	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	28128551			
BGC0001423	Myxochromide C	C1(=O)N[C@@H](CC(C)C)C(N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)C(=O)N[C@@H]1C)=O	28128551			
BGC0001424	Myxochromide C	C1(=O)N[C@@H](CC(C)C)C(N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)C(=O)N[C@@H]1C)=O	28128551			
BGC0001425	Myxochromide A	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	28128551			
BGC0001426	Myxochromide A	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	28128551			
BGC0001427	Myxochromide A	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	28128551			
BGC0001428	Myxochromide A	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	28128551			
BGC0001429	Myxochromide S	CC(C[C@@H]1NC([C@@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)[C@@H](C)OC(=O)[C@H](CCC(=O)N)NC([C@H](C)NC(=O)[C@H](C)NC1=O)=O)=O)C	28128551			
BGC0001430	Myxochromide S	CC(C[C@@H]1NC([C@@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)[C@@H](C)OC(=O)[C@H](CCC(=O)N)NC([C@H](C)NC(=O)[C@H](C)NC1=O)=O)=O)C	28128551			
BGC0001431	Myxochromide S	CC(C[C@@H]1NC([C@@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)[C@@H](C)OC(=O)[C@H](CCC(=O)N)NC([C@H](C)NC(=O)[C@H](C)NC1=O)=O)=O)C	28128551			
BGC0001432	Myxochromide D	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)C(=O)N[C@@H]1C	28128551			
BGC0001433	argimycin PI	O=C(O)[C@@H](NC(C)=O)CS/C(C)=C([H])/C([H])=C1C=CC2=C\\1C=CC=N2	10.3389/fmicb.2017.00194			
BGC0001433	Argimycin PII	[H]C(/C([H])=C(SC[C@@H](C(O)=O)NC(C)=O)\\C)=C1C=CC2=C\\1C=CC=N2	10.3389/fmicb.2017.00194			
BGC0001433	Argimycin PIII	C/C=C/C=C/C=C/C1=NCCCC1	10.3389/fmicb.2017.00194			
BGC0001433	Argimycin PIV	C/C=C/C=C1C=C[C@]2([H])NCC[C@@H](O)[C@@]2\\1O	10.3389/fmicb.2017.00194			
BGC0001433	Argimycin PIX	C/C=C/C=C/CCC1NCCCC1	10.3389/fmicb.2017.00194			
BGC0001433	Argimycin PV	C/C=C/C=C1C=C[C@]2([H])NCCC[C@@]2\\1O	10.3389/fmicb.2017.00194			
BGC0001433	Argimycin PVI	C/C=C/C=C1C=C[C@]2([H])NCCC[C@@]2\\1[H]	10.3389/fmicb.2017.00194			
BGC0001434	nematophin					
BGC0001435	ikarugamycin	CC[C@@H]1[C@@H](C[C@H]2[C@H]1C=C[C@H]3[C@@H]2C[C@@H]\4[C@@H]3C/C=C/C(=O)NCCC[C@H]5C(=O)C(=C(/C=C4)O)C(=O)N5)C	24519911,    24706593			
BGC0001436	cornexistin	O=C(OC1=O)C2=C1[C@@H](CCC)[C@H](O)C(C[C@H](O)/C(C2)=C\\C)=O	28660939			
BGC0001437	Obafluorin	C1=CC(=C(C(=C1)O)O)C(=O)N[C@H]2[C@H](OC2=O)CC3=CC=C(C=C3)[N+](=O)[O-]	10.1038/ncomms15935			
BGC0001438	Warkmycin CS1	O[C@H](C(C)=C1)[C@@]2(O)[C@]([C@@]1([H])O[C@H](C[C@@H](OC)[C@@H]3O)O[C@H]3C)(O)C4=C(C(C(C(O)=C5[C@@H](C[C@@H](O[C@H]6C[C@]([C@H](O[C@@H]7O[C@@H]([C@H](CC7)OC(N)=O)C)[C@@H](C)O6)(C)O)[C@@H]8O)O[C@@H]8C)=C(C=C5)C4=O)=O)[C@H](O)[C@@H]2OC(C)=O	23860362			
BGC0001438	Warkmycin CS2	O=C1C(C(O)=C2[C@@H](C[C@@H](O[C@H]3C[C@]([C@H](O[C@@H]4O[C@@H]([C@H](CC4)OC(N)=O)C)[C@@H](C)O3)(C)O)[C@@H]5O)O[C@@H]5C)=C(C=C2)C(C6=C1[C@H](O)[C@H](OC(C)=O)[C@]([C@H](OC(C)=O)C(C)=C7)(O)[C@@]6(O)[C@@]7([H])O[C@H](C[C@@H](OC)[C@@H]8O)O[C@H]8C)=O	23860362			
BGC0001439	antibiotic A2121-1 	NC(C(C([C@]12O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@@H](C)O4)[C@@H](C)O3)=O)=C(O)[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CC[C@H](O[C@H]8CC[C@H](OC(CC(O)=O)=O)[C@H](C)O8)[C@H](C)O7)[C@H](C)O6)[C@@H](C)O5)C2CC9=CC%10=C(C(C=C(OC)C%10=O)=O)C(O)=C9C1=O)=O	15326518,15940739,21077936,22179067,27867014			
BGC0001439	antibiotic HKI 10311129 	NC(C(C([C@]12O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@@H](C)O4)[C@@H](C)O3)=O)=C(O)[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CC[C@H](O[C@H]8CC[C@H](O)[C@H](C)O8)[C@H](C)O7)[C@H](C)O6)[C@@H](C)O5)C2CC9=CC%10=C(C(C=C(OC)C%10=O)=O)C(O)=C9C1=O)=O	15326518,15940739,21077936,22179067,27867014			
BGC0001439	cervimycin A 	CC(C(C([C@]12O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@@H](C)O4)[C@@H](C)O3)=O)=C(O)[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CC[C@H](O[C@H]8CC[C@H](OC(C(C)(C)C(O)=O)=O)[C@H](C)O8)[C@H](C)O7)[C@H](C)O6)[C@@H](C)O5)C2CC9=CC%10=C(C(C=C(OC)C%10=O)=O)C(O)=C9C1=O)=O	15326518,15940739,21077936,22179067,27867014			
BGC0001439	cervimycin C 	NC(C(C([C@]12O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@@H](C)O4)[C@@H](C)O3)=O)=C(O)[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CC[C@H](O[C@H]8CC[C@H](OC(C(C)(C)C(O)=O)=O)[C@H](C)O8)[C@H](C)O7)[C@H](C)O6)[C@@H](C)O5)C2CC9=CC%10=C(C(C=C(OC)C%10=O)=O)C(O)=C9C1=O)=O	15326518,15940739,21077936,22179067,27867014			
BGC0001439	cervimycin D 	NC(C(C([C@]12O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@@H](C)O4)[C@@H](C)O3)=O)=C(O)[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CC[C@H](O[C@H]8CC[C@H](OC(C(C)C(O)=O)=O)[C@H](C)O8)[C@H](C)O7)[C@H](C)O6)[C@@H](C)O5)C2CC9=CC%10=C(C(C=C(OC)C%10=O)=O)C(O)=C9C1=O)=O	15326518,15940739,21077936,22179067,27867014			
BGC0001440	cystargolide A	CC[C@@H](C)[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]1[C@@H](C(=O)O1)C(C)C	28452105,25769015			
BGC0001440	cystargolide B	CC(C)[C@H]1[C@@H](OC1=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)O	28452105,25769015			
BGC0001441	belactosin A	CC[C@H](C)[C@H]1[C@@H](OC1=O)C(=O)N[C@H]2C[C@H]2C[C@@H](C(=O)O)NC(=O)[C@H](C)N	28452105,14698035,10724015			
BGC0001441	belactosin C	CC[C@H](C)[C@H]1[C@@H](OC1=O)C(=O)NCCC[C@@H](C(=O)O)NC(=O)[C@H](C)N	28452105,14698035,10724015			
BGC0001442	actinonin	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO	13900478,27616570,27428963			
BGC0001443	Matlystatin A	CCCCCC(CC(=O)NO)C(=O)N1C(CCCN1)C(=O)NC(C(C)CC)C(=O)CCSCC(C(=O)O)NC(=O)C	7844042, 7844043			
BGC0001444	caboxamycin					
BGC0001445	Leporin B	CC(CCC1)C(C1C(/C=C/C)O2)C3=C2C(C4=CC=CC=C4)=CN(O)C3=O	26051490			
BGC0001446	asparasone A	CC(=O)CC(C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O)O	24412484,24405210			
BGC0001447	primycin					
BGC0001448	Malacidin A		29434326			
BGC0001448	Malacidin B		29434326			
BGC0001449	ucs1025a	C[C@H]1C=C[C@H]2CCCC[C@@H]2[C@H]1C(=O)[C@H]3[C@H]4[C@@]5([C@@H](CCN5C3=O)C(=O)O4)O	29373009, 16492566, 12465894			
BGC0001450	4'-oxomacrophorin A	C=C1CC[C@@]2([H])C(C)(C)CCC[C@]2(C)[C@H]1C[C@@]34[C@H](O4)C(C(CO)=CC3=O)=O	10.1021/acs.orglett.7b02653, 10.1021/np010152n, 10.1080/00021369.1983.10865611			
BGC0001450	4'-oxomacrophorin D		10.1021/acs.orglett.7b02653, 10.1021/np010152n, 10.1080/00021369.1983.10865611			
BGC0001450	4'-oxomacrophorin E	C=C1CC[C@@]2([H])C(C)(C)CCC[C@]2(C)[C@H]1C[C@@]34[C@H](O4)C(C(COC(CC(O)=O)=O)=CC3=O)=O	10.1021/acs.orglett.7b02653, 10.1021/np010152n, 10.1080/00021369.1983.10865611			
BGC0001450	macrophorin A	CC1(CCCC2(C1CCC(=C)C2CC34C(O3)C(C(=CC4=O)CO)O)C)C	10.1021/acs.orglett.7b02653, 10.1021/np010152n, 10.1080/00021369.1983.10865611			
BGC0001451	FR900359					
BGC0001452	Sipanmycin		 PMC5797532 			
BGC0001453	desferrioxamine					
BGC0001454	germicidin					
BGC0001455	antimycin					
BGC0001456	isorenieratene					
BGC0001457	jomthonic acids					
BGC0001458	salinipostin					
BGC0001459	decaplanin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC=C(O4)C=C1)OC1CC(C(C(O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)O)O)O	17978218			
BGC0001460	decaplanin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC=C(O4)C=C1)OC1CC(C(C(O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)O)O)O	14742486, 23558534 			
BGC0001461	Nogabecin		12747408			
BGC0001462	avoparcin	C[C@H]1[C@@H]([C@@H](C[C@@H](O1)O[C@H]2[C@H]3C(=O)N[C@@H](C4=CC(=CC(=C4C5=C(C=CC(=C5)[C@H](C(=O)N3)NC(=O)[C@H]6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)O[C@H]9C([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)N)OC1=CC=C(C=C1)[C@H]([C@H](C(=O)N[C@H](C(=O)N6)C1=CC=C(C=C1)O)NC(=O)[C@@H](C1=CC=C(C=C1)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)NC)O)O)O)O)C(=O)O)N)O	10.1099/00207713-45-1-124			
BGC0001463	2,3,4,5-tetrabromopyrrole		27001835, 24974229, 27676265, 29617551			
BGC0001464	tetrabromopyrrole					
BGC0001465	bromopyrroles/bromophenols					
BGC0001466	Wortmanamide	OC(CCCCNC(/C=C/CCCCCCCC/C=C/C[C@H](O)C)=O)=O	10.1021/jacs.7b13350			
BGC0001467	Hapalosin	CCCCCCC[C@@H]1[C@@H](C(=O)O[C@H](C(=O)N([C@H]([C@@H](CC(=O)O1)O)CC2=CC=CC=C2)C)C(C)C)C	10.1021/jo00103a011,26335778,29940102			
BGC0001468	Bicyclomycin	C[C@](CO)([C@@H]([C@]12C(=O)N[C@](C(=C)CCO1)(C(=O)N2)O)O)O	29500259 			
BGC0001469	marthiapeptide A	CC[C@H](C)[C@H]1C(=O)N[C@@H](C2=NC(=CS2)C3=NC(=CS3)C4=NC(=CS4)C5=N[C@@H](CS5)C(=O)N[C@@H](C(=O)N1)CC6=CC=CC=C6)C	23215246 			
BGC0001470	macrobrevin	CCC(C)C(O)/C=C/C(C)=C/C=C/C(C)CC(C)C(O1)CC(O)C(C)/C=C/C=C/C(C)C/C=C(C)/C(O)/C=C/CC(O)C(C)/C=C/C1=O	26633631			
BGC0001471	saalfelduracin	C[C@H]([C@H](NC1=S)C2=NC([C@](N3)([H])[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)([H])CS5)=C\\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC(C(NC(C(NC(C(NC([C@@](C)([H])N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=C)=O)=C)=O)=C)=O)CCC3C%10=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	29983054,29507203,			
BGC0001472	berninamycin					
BGC0001473	Sch 18640	C[C@H]([C@H](NC1=S)C2=NC([C@@H](N3)[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@@H](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)CS5)=C\\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC([C@H](C)NC(C(NC([C@H](C)NC([C@H]([C@@H](CC)C)N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=O)=C)=O)=O)CC[C@@H]3C%10=NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	29983054,10.1021/ja00407a047			
BGC0001474	thiopeptin	C[C@H]([C@H](NC1=S)C2=NC([C@@H](N3)[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@@H](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)CS5)=C\\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC([C@H](C)NC(C(NC([C@H](C)NC([C@H](C(C)C)N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=O)=C)=O)=O)CC[C@@H]3C%10=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	29983054,5045467			
BGC0001475	aspterric acid					
BGC0001476	pseudouridimycin		doi: 10.1016/j.chembiol.2018.02.008			
BGC0001477	lydicamycin		doi: 10.1016/j.chembiol.2018.02.008			
BGC0001478	desferrioxamine E	C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O	doi: 10.1016/j.chembiol.2018.02.008			
BGC0001479	anabaenopeptin NZ 857	CC[C@@H](C)[C@H]1C(=O)NC(C(=O)N(CC(=O)N[C@H](C(=O)NCCCCC(C(=O)N1)NC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)CCC3=CC=C(C=C3)O)C)CCC4=CC=C(C=C4)O	20338518, 29548983, 23354699			
BGC0001479	nostamide A	O=C(NCCCC[C@@H](NC(N[C@@H](CC1=CC=CC=C1)C(O)=O)=O)C2=O)[C@H](CCC3=CC=C(O)C=C3)NC(CN(C)C([C@@H](NC([C@@H](N2)[C@@H](CC)C)=O)CCC4=CC=CC=C4)=O)=O	20338518, 29548983, 23354699			
BGC0001480	Tundrenone	O[C@@H]1C=CC([C@](C2)([H])[C@H]1OC(C(OCC(C(O)C(CCCCC)=O)=C)=O)=C)=C(O)C2=O	29361220, 27994019			
BGC0001481	alpha-acorenol	C[C@H]1CCC([C@@]12CCC(=CC2)C)C(C)(C)O	23335243			
BGC0001482	(2S,3R,4S)-3,4-dihydroxy-2-((6-(3-methylbut-2-en-1-yl)-1H-indole-3-carbonyl)oxy)-3,4-dihydro-2H-pyran-6-carboxylic acid		28166207			
BGC0001483	(2S,3R,4S)-3,4-dihydroxy-2-((6-(3-methylbut-2-en-1-yl)-1H-indole-3-carbonyl)oxy)-3,4-dihydro-2H-pyran-6-carboxylic acid 		28166207			
BGC0001484	2'-amino-2'-deoxyadenosine		28258148			
BGC0001484	2'-chloropentostatin	C1[C@H](C2=C(NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)Cl)O // C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)N	28258148			
BGC0001485	3-demethylchuangxinmycin		27405170			
BGC0001486	3-thiaglutamate		doi.org/10.1101/338681			
BGC0001487	3,7-dihydroxytropolone	C1=CC(=O)C(=C(C(=C1)O)O)O	29654178			
BGC0001488	4-formylaminooxyvinylglycine	N[C@@H](\C=C\ONC=O)C(O)=O				
BGC0001489	6-hydroxymellein					
BGC0001490	6,6'-oxybis(2,4-dibromophenol)		28319100			
BGC0001491	67-121C		28383583			
BGC0001492	abyssomicins M-X		28358212			
BGC0001493	achromosin		27599763			
BGC0001494	acinetodin		28106375			
BGC0001495	actinoallolide A	CCC1C(=O)C2(C)CC(C)=CCC(OC(=O)CC1(O)O2)C(C)C(O)C(C)CC(C)=CC(C)C(O)C(C)C(=O)CC	29679043			
BGC0001496	actinokineosin		27813109			
BGC0001497	actinonin	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO	29213087			
BGC0001498	aerobactin	CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O	28654175			
BGC0001499	aerobactin	CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O	-			
BGC0001500	allocyclinone		-			
BGC0001501	ambiguine	C[C@@]1(CC[C@@]2(O)C3=C1C=CC(C)(C)C1=C3C3=C(N1)C=CC=C3C2(C)C)C=C	28288107			
BGC0001502	amonabactin	N[C@@H](CCCCNC(=O)CNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CCCCNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	27531515			
BGC0001503	amycolamycin A		29090939			
BGC0001503	amycolamycin B		29090939			
BGC0001504	amycomicin		doi.org/10.1101/317362			
BGC0001505	anacyclamide D8P		-			
BGC0001506	anantin B1		28244986			
BGC0001506	anantin B2		28244986			
BGC0001507	anantin C		28244986			
BGC0001508	andrastin A	CC1C(=O)[C@@]2(C(=C[C@@H]3[C@@]([C@@]2(C1=O)C(=O)OC)(CC[C@H]4[C@]3(CC[C@@H](C4(C)C)OC(=O)C)C=O)C)C)C	28529508			
BGC0001509	anikasin		28846366			
BGC0001510	anisomycin	COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1	28373542			
BGC0001511	ansamitocin P-3	C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)C)\C)OC)(NC(=O)O2)O	28881098			
BGC0001512	anthrabenzoxocinone	CC1=CC(=CC2=C1[C@@H]3C4=C(C[C@@](O3)(O2)C)C=C5C(=C4O)C(=O)C6=C(C=C(C=C6C5(C)C)O)O)O	29227089			
BGC0001513	anthrabenzoxocinone	CC1=CC(=CC2=C1[C@@H]3C4=C(C[C@@](O3)(O2)C)C=C5C(=C4O)C(=O)C6=C(C=C(C=C6C5(C)C)O)O)O	29227089			
BGC0001514	aristeromycin	NC1=NC=NC2=C1N=CN2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O	27577857			
BGC0001515	aspercryptins		27310134			
BGC0001516	aspergillic acid	CCC(C)C1=CN=C(C(=O)N1O)CC(C)C	29674152			
BGC0001517	asperphenamate	C1=CC=C(C=C1)C[C@@H](COC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3)NC(=O)C4=CC=CC=C4	29719714			
BGC0001518	astellolide	[H][C@@]12[C@@H](CC3=C(COC3=O)[C@@]1(COC(C)=O)CCC[C@]2(C)COC(C)=O)OC(=O)C1=CC=CC=C1	27628599			
BGC0001519	aurantimycin	COC[C@@H]1N(O)C(=O)[C@H]2CCCNN2C(=O)[C@@H](NC(=O)[C@](C)(O)[C@]2(O)CC[C@@H](CC(C)C)[C@H](C)O2)[C@@H](OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC1=O)C(C)C	27655321			
BGC0001520	aurantinins B-D	CC(CC(O)C(C)C(O)=O)C\C(C)=C\C=C\C=C\C1C(C)=CC2C(CCC(C)C2O[C@H]2O[C@@H](C)[C@H](O)C(=O)[C@@H]2O)C2\C1=C1\C(C)C(O)C\C\1=C(C)\C(=O)OC2=O	27806569			
BGC0001521	auriculamide	CC[C@H](C)[C@H](O)C(=O)N[C@@H](CC1=CC(Cl)=C(O)C=C1)C(=O)CC	28144348			
BGC0001522	auroramycin		29799651			
BGC0001523	azalomycin F	CC1CCC(C(C(CC(C(/C=C/C=C(/C(=O)OC(C(/C=C/C=C(/C(CC(CC(CC(CC2CC(C(C(O2)(CC1O)O)O)O)OC(=O)CC(=O)O)O)O)O)\C)C)C(C)CCC/C=C/CCCN=C(N)N)\C)C)O)O)C)O	28418225			
BGC0001524	barnesin A		29901979			
BGC0001525	bartoloside 2	CCCCCCCCCC(Cl)CCCCCc2cc(OC1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O)c(CCCCCC(Cl)CCCCCC)c(O)c2C3OC[C@H](O)[C@@H](O)[C@@H]3O	26235728			
BGC0001525	bartoloside 3	CCCCCCCCCCCCc2c(O)c(C1OC[C@H](O)[C@@H](O)[C@@H]1O)c(CCCCCC(Cl)CCCCCCCCC)cc2OC3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O	26235728			
BGC0001525	bartoloside 4	CCCCCCCCCC(Cl)CCCCCc2c(Cl)c(OC1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O)c(CCCCCC(Cl)CCCCCC)c(O)c2C3OC[C@H](O)[C@@H](O)[C@@H]3O	26235728			
BGC0001526	bartolosides E		27680198			
BGC0001526	bartolosides F		27680198			
BGC0001526	bartolosides G		27680198			
BGC0001526	bartolosides H		27680198			
BGC0001526	bartolosides I		27680198			
BGC0001526	bartolosides J		27680198			
BGC0001526	bartolosides K		27680198			
BGC0001527	basidioferrin	CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)O	28842536			
BGC0001528	betaestacin		29185768			
BGC0001529	bezastatin derivates 		-			
BGC0001530	bicyclomycin	[H][C@](O)([C@@](C)(O)CO)[C@@]12NC(=O)[C@@](O)(NC1=O)C(=C)CCO2	"29053243;29500259"			
BGC0001531	bisucaberin B	NCCCCCNC(=O)CCC(=O)N(O)CCCCCN(O)C(=O)CCC(O)=O	23549298			
BGC0001532	bogorol	[H][C@](NC(=O)[C@@H](CCCN)NC(=O)C(CC(C)C)NC(=O)C(\NC(=O)[C@@H](O)[C@@H](C)CC)=C/C)([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NC(CCCCN)C(=O)N[C@@H](C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(C)C	27694801			
BGC0001533	borrelidin	[H][C@]1(CCC[C@H]1C(O)=O)[C@]1([H])C\C=C\C=C(C#N)/[C@H](O)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O1	27451447			
